FeatureUID,DsgAttr01,Country,FeatureNam,NameVar,FeatureTyp,Latitude,Longitude,LocConfid,DsgAttr02,DsgAttr03,DsgAttr04,DsgAttr05,DsgAttr06,DsgAttr07,DsgAttr08,OperateNam,OwnerName,Website,DsgAttr09,Label1,LocSource1,InfSource1,ADM1,DsgAttr10,geometry,index__africa,id,infra,name,iso3,Continent_Code,node_id,index__corridor,OBJECTID,Project_code,Project_name,Corridor_name,Infrastructure_development_type,Status,Region_or_province,Description,Launch_year,USD_amount__Million__Minimum,USD_amount__Million__Maximum,Amount_description,Distance__km__Minimum,Distance__km__Maximum,GIS_distance,Area__Km2_,Supplier_or_recipient_of_goods_or_services,Key_beneficiaries,Commodities_traded_or_transported,Name_of_donors_or_financiers,Amount_funded__USD_millions__per_donor_type,Type_of_major_donors_or_financiers,FeatureUID_left,Country_left,id_left,infra_left,name_left,iso3_left,Continent_Code_left,node_id_left,id_right,infra_right,name_right,iso3_right,Continent_Code_right,node_id_right,Country_right,FeatureUID_right,index_right,ISO_A3
AGp01,AGp01a,Angola,Cabinda,<Null>,Oil and Gas Terminal,-5.550828,12.193208,E,N,Oil and Gas Products,Crude Oil,16.0,Thousand barrels per day,<Null>,<Null>,Chevron Angola,Autoridade Portuaria de Cabinda,http://www.portocabinda.co.ao/port_cabinda.php,<Null>,AGp1,"NGA-WPI-Pub150, Google Earth","NGA-WPI-Pub150, AGp021",Cabinda,46490,POINT (12.193207999547832 -5.550827999699206),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,AGO
AGp06,AGp06a,Angola,Porto Amboim,<Null>,Oil and Gas Terminal,-10.749332,13.734899,E,N,Oil and Gas Products,"Crude Oil, Refined Oil Products",-999.0,NA,<Null>,<Null>,Sonangol Shipping Holdings Limited,Porto Amboim Port Authority,<Null>,<Null>,AGp6,"NGA-WPI-Pub150, Google Earth","NGA-WPI-Pub150, AGp012",Cuanza Sul,46570,POINT (13.734898999879597 -10.749331999711906),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,AGO
CGp01,CGp01a,Congo (Brazzaville),Djeno Terminal,<Null>,Oil and Gas Terminal,-4.919879,11.928411,E,N,Oil and Gas Products,Djeno Crude Oil ,-999.0,NA,<Null>,<Null>,Total E&P Congo,Total,https://www.total.com/republic-congo,<Null>,CGp1,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, CGp001",Kouilou,46472,POINT (11.92841099953562 -4.919879000387935),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,COG
CDp01,CDp01a,Congo (Kinshasa),Banana,<Null>,Oil and Gas Terminal,-6.002458,12.400477,E,N,Oil and Gas Products,Crude Oil,-999.0,NA,<Null>,<Null>,Perenco,Société Commerciale des Transports et des Ports (SCTP),https://www.sctp-sa.org/,<Null>,CDp1,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, CDp001, CDp002",Kongo-Central,46510,POINT (12.40047699969079 -6.002457999715431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,COD
EGp04,EGp04a,Egypt,Bur Said,Port Said,General Cargo Port,31.213287,32.358313,E,N,Mineral Products,Unspecified Containerized Minerals,2.6,MTEU,<Null>,<Null>,APM Terminals,The Suez Canal Container Company (SCCT),https://scct.com.eg/general-information/,<Null>,EGp4,"NGA-WPI-Pub150, Google Maps, EGp003","NGA-WPI-Pub150, EGp004",Bur Sa`id (Port Said),45140,POINT (32.35831300084464 31.21328700006916),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGp08,EGp08a,Egypt,Hamrawein,<Null>,Bulk Commodities Port,26.255787,34.204605,E,N,Fertilizer,"Phosphate Rock, Phosphate (Bulk)",-999.0,NA,<Null>,<Null>,MCC Mining,MCC Mining,<Null>,<Null>,EGp8,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, EGp013",Al Bahr al Ahmar (Red Sea),47974,POINT (34.204605000209725 26.255786999685597),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGp10,EGp10a,Egypt,Ras Abu Zanimah,<Null>,Bulk Commodities Port,29.043597,33.118695,E,N,Ferroalloys,Ferromanganese,-999.0,NA,<Null>,<Null>,Sinai Manganese Co.,Sinai Manganese Co.,<Null>,<Null>,EGp10,"NGA-WPI-Pub150, Google Maps, EGp002","NGA-WPI-Pub150, EGp002",Janub Sina' (South Sinai),48060,POINT (33.11869500007407 29.043597000227695),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.0,EGY
EGp11,EGp11a,Egypt,Ras Badran Oil Terminal,<Null>,Oil and Gas Terminal,28.94285,33.17281,E,N,Oil and Gas Products,Crude Oil,-999.0,NA,<Null>,<Null>,Suez Oil Co. (SUCO),Suez Oil Co (SUCO),<Null>,<Null>,EGp11,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, EGp021",Janub Sina' (South Sinai),48025,POINT (33.172809999737694 28.942850000137238),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.0,EGY
EGp12,EGp12a,Egypt,Ras Gharib,<Null>,Oil and Gas Terminal,28.3317,33.11162,E,N,Oil and Gas Products,Crude Oil,-999.0,NA,<Null>,<Null>,Egyptian General Petroleum Corporation (EGPC),Egyptian General Petroleum Corporation (EGPC),<Null>,<Null>,EGp12,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, EGp020",Al Bahr al Ahmar (Red Sea),48020,POINT (33.111620000428154 28.331699999492),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGp13,EGp13a,Egypt,Ras Shukhier,<Null>,Oil and Gas Terminal,28.134809,33.278545,E,N,Oil and Gas Products,"Crude Oil, Liquefied Petroleum Gas (LPG)",-999.0,NA,<Null>,<Null>,Egyptian General Petroleum Corporation (EGPC),Egyptian General Petroleum Corporation (EGPC),<Null>,<Null>,EGp13,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, EGp019",Al Bahr al Ahmar (Red Sea),48015,POINT (33.27854500018703 28.13480899937269),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGp14,EGp14a,Egypt,Sidi Kerir,Kurayr,Oil and Gas Terminal,31.05425,29.67038,E,N,Oil and Gas Products,Liquefied Bulk Petroleum,-999.0,NA,<Null>,Ain Sukhna Terminal via Suez Mediterranean Pipeline (Sumed),Arab Petroleum Pipelines Co. (SUMED),Egyptian General Petroleum Corporation (EGPC),http://www.sumed.org/,Europe,EGp14,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, EGp007, EGp008, EGp016",Al Iskandariyah (Alexandria),45172,POINT (29.670380000445444 31.054249999894814),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.0,EGY
EGp15,EGp15a,Egypt,Wadi Feiran,<Null>,Oil and Gas Terminal,28.7342,33.22097,E,N,Oil and Gas Products,Crude Oil,-999.0,NA,<Null>,<Null>,Zeitco,Egyptian General Petroleum Corporation (EGPC),http://www.sumed.org/,<Null>,EGp15,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, EGp015",Janub Sina' (South Sinai),48065,POINT (33.22096999988429 28.734200000060977),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.0,EGY
EGp16,EGp16a,Egypt,Zeit Bay Terminal,<Null>,Oil and Gas Terminal,27.837162,33.583454,E,N,Oil and Gas Products,Crude Oil,-999.0,NA,<Null>,Matr-1Xst Well Operated in the North Zeit Bay Psc Area,Zeitco,Suez Oil Co (SUCO),<Null>,<Null>,EGp16,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, EGp014, EGp015",Al Bahr al Ahmar (Red Sea),47985,POINT (33.58345400035751 27.837161999634866),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAp01,GAp01a,Gabon,Cap Lopez,<Null>,Oil and Gas Terminal,-0.63079,8.714313,E,N,Oil and Gas Products,Oil (Unspecified),-999.0,NA,<Null>,<Null>,Total Gabon,Total,https://www.total.com/gabon,<Null>,GAp1,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, GAp004",Ogooué-Maritime,46445,POINT (8.714313000077478 -0.6307900004295561),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GWp01,GWp01a,Guinea-Bissau,Buba,<Null>,Bulk Commodities Port,11.586798,-14.998924,A,N,Aluminum,Bauxite,-999.0,NA,<Null>,Boe Region,Sociedade Mineira de Investimentos Bauxite Angola,Sociedade Mineira de Investimentos Bauxite Angola,<Null>,<Null>,GWp1,Google Earth,"GWp001, GWp002",Quinara,N/A,POINT (-14.998923999940072 11.586798000074458),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,GNB
KEp01,KEp01a,Kenya,Lamu,<Null>,Oil and Gas Terminal,-2.266667,40.9,A,N,Oil and Gas Products,Crude Oil,-999.0,NA,<Null>,<Null>,<Null>,Kenya Ports Authority,https://kpa.co.ke/AboutUs/Pages/default.aspx,<Null>,KEp1,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, KEp005",Lamu,47110,POINT (40.89999999989487 -2.266666999535401),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LYp02,LYp02a,Libya,As Sidra,As Sidrah,Oil and Gas Terminal,30.63543,18.366434,E,N,Oil and Gas Products,Crude Oil,80.0,Thousand barrels per day,<Null>,<Null>,Waha Oil Company,Waha Oil Company,https://www.wahaoil.ly/en/brief-on-waha-oil-company/,<Null>,LYp2,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, LYp008",Surt,45297,POINT (18.366434000187493 30.635429999503234),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LYp07,LYp07a,Libya,Ras Lanuf,<Null>,Oil and Gas Terminal,30.489162,18.583522,E,Y,Oil and Gas Products,"Crude Oil, Refined Oil Products",-999.0,NA,<Null>,"Amal and Ghani and Tibisti Fields, Rasco Refinery",Harouge Oil Operations,Harouge Oil Operations,https://www.vebalibya.com/e<Null>bout-us,<Null>,LYp7,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, LYp009",Surt,45296,POINT (18.58352199988747 30.489161999586713),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.0,LBY
MAp04,MAp04a,Morocco,Kenitra,Port of Kenitra-Mehdia,Bulk Commodities Port,34.267018,-6.654793,E,N,Scrap Metal,Dry Bulk Cargo,-999.0,NA,<Null>,<Null>,<Null>,Societe d'Exploitation des Ports SA (SODEP),https://www.marsamaroc.co.ma,<Null>,MAp4,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MAp002, MAp011",Gharb - Chrarda - Béni Hssen,45785,POINT (-6.654793000214453 34.26701800004304),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0,MAR
MZp05,MZp05a,Mozambique,Quelimane,<Null>,Bulk Commodities Port,-17.879889,36.879627,E,N,Coal,Unspecified,-999.0,NA,<Null>,<Null>,Cornelder Quelimane CQ,"Portos e Caminhos de Ferro de Moçambique, E.P.",https://www.cfm.co.mz/index.php/pt/,<Null>,MZp5,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MZp009, MZp013",Zambezia,46910,POINT (36.87962700080211 -17.879888999756712),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,MOZ
NGp01,NGp01a,Nigeria,Port of Apapa,Apapa Quays,Bulk Commodities Port,6.435905,3.393549,E,N,Cement,Containerized,230.0,Metric tons,<Null>,Ashakacem Plc,APM Terminals,Nigerian Ports Authority,https://nigerianports.gov.ng/,<Null>,NGp1,Google Earth,NGp014,Lagos,N/A,POINT (3.3935489999499313 6.435905000216625),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,NGA
NGp03,NGp03a,Nigeria,Escravos Oil Terminal,<Null>,Oil and Gas Terminal,5.607665,5.195441,E,N,Oil and Gas Products,"Crude Oil, Refined Oil Products, Liquefied Natural Gas (LNG)",2600.0,Thousand barrels,<Null>,<Null>,Chevron Nigeria Ltd.,Chevron Nigeria Ltd.,https://www.chevron.com/,<Null>,NGp3,"NGA-WPI-Pub150, Google Earth","NGA-WPI-Pub150, NGp004",Delta,46135,POINT (5.19544099966538 5.607664999776489),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,NGA
NGp04,NGp04a,Nigeria,Forcados,<Null>,Oil and Gas Terminal,5.349901,5.352151,E,N,Oil and Gas Products,Crude Oil,240.0,Thousand barrels per day,<Null>,The Trans Forcados Pipeline (Tfp),Shell Petroleum Development Co. of Nigeria Ltd. (SPDC),Nigerian Ports Authority,<Null>,<Null>,NGp4,"NGA-WPI-Pub150, Google Earth","NGA-WPI-Pub150, NGp004, NGp025, NGp028",Delta,46160,POINT (5.352150999946904 5.349901000113562),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,NGA
NGp05,NGp05a,Nigeria,Forcados Oil Terminal,<Null>,Oil and Gas Terminal,5.166667,5.183333,A,N,Oil and Gas Products,Crude Oil,240.0,Thousand barrels per day,<Null>,The Trans Forcados Pipeline (Tfp),Shell Petroleum Development Co. of Nigeria Ltd. (SPDC),Nigerian Ports Authority,<Null>,<Null>,NGp5,"NGA-WPI-Pub150, Google Earth","NGA-WPI-Pub150, NGp004, NGp024, NGp025, NGp028",Delta,46161,POINT (5.183333000221525 5.166667000155147),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGp06,NGp06a,Nigeria,Lagos,Premiere Port (Apapa Quays),Oil and Gas Terminal,6.411558,3.392483,E,N,Oil and Gas Products,Oil (Unspecified),-999.0,NA,<Null>,<Null>,Bolloré Ports,Nigerian Ports Authority,https://nigerianports.gov.ng/,<Null>,NGp6,"NGA-WPI-Pub150, Google Earth","NGA-WPI-Pub150, NGp013",Lagos,46130,POINT (3.3924829996875623 6.4115579996043275),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,NGA
NGp07,NGp07a,Nigeria,Okrikra,<Null>,Oil and Gas Terminal,4.719394,7.086622,E,N,"Oil and Gas Products, Refined","Diesel, Fuel Oil, Liquefied Petroleum Gas (LPG) and Dual Purpose Kerosene (DPK)",-999.0,NA,<Null>,Alesa-Eleme Oil Refinery,<Null>,Nigerian Ports Authority,https://nigerianports.gov.ng/,<Null>,NGp7,"NGA-WPI-Pub150, Google Earth","NGA-WPI-Pub150, NGp020, NGp021",Rivers,46207,POINT (7.086622000319037 4.719394000209147),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,NGA
SLp01,SLp01a,Sierra Leone,Bonthe,<Null>,Bulk Commodities Port,7.530283,-12.501203,A,N,Mineral Sands,"Rutile, Ilmenite Concentrate, Zircon Concentrate",-999.0,NA,<Null>,Operations at Lanti and Gangama,Sierra Rutile,Sierra Leone Ports Authority,https://www.ncpsl.gov.sl/slpa/,<Null>,SLp1,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, SLp003, SLp004, SLp005",Southern,45867,POINT (-12.501202999934547 7.530283000501413),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,SLE
SLp03,SLp03a,Sierra Leone,Pepel,<Null>,Bulk Commodities Port,8.57749,-13.058109,E,N,Iron and Steel,High-Grade >65% Iron Ore Concentrate (Marampa Mine Blue Hematite),20000.0,Million metric tons,<Null>,"Tonkolili Iron Ore Mine, Marampa Mine",African Minerals (AML),Sierra Leone Ports Authority,https://www.ncpsl.gov.sl/slpa/,<Null>,SLp3,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, SLp001, SLp002, SLp003",Northern,45865,POINT (-13.058108999286556 8.577489999943166),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,SLE
SOp03,SOp03a,Somalia,Kismaayo,Port of Chisimaio,General Cargo Port,-0.386881,42.545998,E,N,Charcoal,Unspecified,-999.0,NA,<Null>,<Null>,<Null>,Somali Ports Authority,<Null>,<Null>,SOp3,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, SOM002",Jubbada Hoose,47130,POINT (42.54599800030921 -0.386881000438052),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAp04,ZAp04a,South Africa,Mossel Bay,<Null>,Oil and Gas Terminal,-34.180211,22.147287,E,N,Oil and Gas Products,Unspecified Oil Products,2.4,Million metric tons,<Null>,"Petrosa [The Petroleum, Oil and Gas Corporation Of South Africa (Soc) Ltd.]",Transnet National Port Authority,Transnet National Port Authority,https://www.transnetnationalportsauthority.net/Pages/default.aspx,<Null>,ZAp4,"NGA-WPI-Pub150, Google Maps, ZAp003","NGA-WPI-Pub150, ZAp003, WRLDp001, ZAp009, ZAp010",Western Cape,46800,POINT (22.147286999979364 -34.18021100031466),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAp05,ZAp05a,South Africa,Ngqura,Coega,Bulk Commodities Port,-33.804043,25.682427,E,N,Manganese,Unspecified (Dry Bulk),16.0,Million metric tons,<Null>,<Null>,Transnet Port Terminals,Transnet National Port Authority,https://www.transnetnationalportsauthority.net/Pages/default.aspx,<Null>,ZAp5,"Google Earth, ZAp003","ZAp003, ZAp011, ZAp019",Eastern Cape,N/A,POINT (25.682426999543228 -33.80404300019694),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,ZAF
ZAp06,ZAp06a,South Africa,Port Elizabeth,<Null>,Bulk Commodities Port,-33.968282,25.639946,E,Y,Manganese,Manganese Ore,-999.0,NA,<Null>,Northern Cape Province,Transnet Port Terminals,Transnet National Port Authority,https://www.transnetnationalportsauthority.net/Pages/default.aspx,<Null>,ZAp6,"NGA-WPI-Pub150, Google Maps, ZAp004","NGA-WPI-Pub150, ZAp001, ZAp003, WRLDp001, ZAp012",Eastern Cape,46820,POINT (25.63994599929623 -33.96828200010116),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TGp01,TGp01a,Togo,Kpeme,<Null>,Bulk Commodities Port,6.199715,1.517154,E,N,Fertilizer,Phosphoric Acid,-999.0,NA,<Null>,"Deposits at Hahoetoé and Kpogamé, Directly Northeast of Lomé",<Null>,Port Autonome de Kpeme,<Null>,<Null>,TGp1,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, TGp002, TGp005, TGp006",Maritime,46095,POINT (1.5171540000135342 6.1997149998777),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,TGO
TNp06,TNp06a,Tunisia,Skhira,<Null>,Oil and Gas Terminal,34.287482,10.096441,E,N,"Oil and Gas Products, Refined",Refined Petroleum Products,-999.0,NA,<Null>,Al-Dūlāb Oil Field,<Null>,Office of Merchant Navy and Ports,http://www.ommp.nat.tn/,<Null>,TNp6,"NGA-WPI-Pub150, TNp015, Google Earth","NGA-WPI-Pub150, TNp006, TNp007, TNp015",Sfax,45380,POINT (10.096441000436071 34.287481999713),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,TUN
,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.618654452442726 4.744742838226503),,port1146,port,San Pedro_Cote d'Ivoire,CIV,AF,port1146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,CIV
,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-15.95267390406353 23.667939507051656),,port8,port,Ad Dakhla_Western Sahara,ESH,AF,port8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0,MAR
,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-13.421204749469787 27.072699467943742),,port623,port,Laayoune_Western Sahara,ESH,AF,port623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0,MAR
,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-9.649161717511674 30.438578346594777),,port10,port,Agadir_Morocco,MAR,AF,port10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0,MAR
,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-7.578850395884303 33.60660010425234),,port220,port,Casablanca_Morocco,MAR,AF,port220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0,MAR
,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-8.609401597566814 33.11351890616565),,port319,port,El Jorf Lasfar_Morocco,MAR,AF,port319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0,MAR
,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-7.395453828790679 33.71924500429422),,port756,port,Mohammedia_Morocco,MAR,AF,port756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0,MAR
,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-2.9237555513670426 35.28304916504167),,port971,port,Port Nador_Morocco,MAR,AF,port971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-9.246595804225365 32.30816699828757),,port1118,port,Safi_Morocco,MAR,AF,port1118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0,MAR
,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-5.511023901318204 35.87985242254127),,port1265,port,Tangier-Mediterranean_Morocco,MAR,AF,port1265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,POINT (19.59836261012914 30.40706633923775),,port21,port,Al Burayqah_Libya,LBY,AF,port21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.0,LBY
,,,,,,,,,,,,,,,,,,,,,,,,,POINT (12.700008451912131 32.78550355961522),,port85,port,Az Zawiya_Libya,LBY,AF,port85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.0,LBY
,,,,,,,,,,,,,,,,,,,,,,,,,POINT (20.047373916538948 32.11152540378445),,port110,port,Banghazi_Libya,LBY,AF,port110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,POINT (20.083115787311424 30.89542737118653),,port334,port,Ez Zueitina_Libya,LBY,AF,port334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.0,LBY
,,,,,,,,,,,,,,,,,,,,,,,,,POINT (14.245068226967364 32.677842271602394),,port562,port,Khoms_Libya,LBY,AF,port562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,POINT (12.238063721788823 32.85456190844894),,port710,port,Marsa Sabratah_Libya,LBY,AF,port710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.0,LBY
,,,,,,,,,,,,,,,,,,,,,,,,,POINT (23.984216615873823 32.061124087665185),,port734,port,Mersa Tobruq_Libya,LBY,AF,port734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.200583605387727 32.904656187972655),,port748,port,Mina Tarabulus (Tripoli)_Libya,LBY,AF,port748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,POINT (15.215128283273783 32.34398378844146),,port750,port,Misratah_Libya,LBY,AF,port750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,POINT (29.83759052975967 31.155365015764954),,port23,port,Al Iskandariyh (Alexandria)_Egypt,EGY,AF,port23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.0,EGY
,,,,,,,,,,,,,,,,,,,,,,,,,POINT (32.53063921384056 29.951008333267048),,port71,port,As Suways_Egypt,EGY,AF,port71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.0,EGY
,,,,,,,,,,,,,,,,,,,,,,,,,POINT (33.94223110377932 26.725555514982847),,port191,port,Bur Safago_Egypt,EGY,AF,port191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,POINT (32.307719422432825 31.249586292483187),,port192,port,Bur Said (Port Said)_Egypt,EGY,AF,port192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,POINT (31.75947247640932 31.462136855631027),,port274,port,Damietta_Egypt,EGY,AF,port274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,POINT (32.462115630039456 29.904162912450488),,port321,port,El-Adabiya_Egypt,EGY,AF,port321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.0,EGY
,,,,,,,,,,,,,,,,,,,,,,,,,POINT (32.353921591133314 29.647428818238875),,port828,port,North Ain Sukhna Port_Egypt,EGY,AF,port828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.0,EGY
,,,,,,,,,,,,,,,,,,,,,,,,,POINT (3.066287649623686 36.766686240591994),,port32,port,Alger_Algeria,DZA,AF,port32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,DZA
,,,,,,,,,,,,,,,,,,,,,,,,,POINT (7.767621789683288 36.89622629312586),,port53,port,Annaba_Algeria,DZA,AF,port53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.2676223049533487 35.81923501996176),,port70,port,Arzew El Djedid_Algeria,DZA,AF,port70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,DZA
,,,,,,,,,,,,,,,,,,,,,,,,,POINT (5.082295103457128 36.74560771788988),,port138,port,Bejaia_Algeria,DZA,AF,port138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,DZA
,,,,,,,,,,,,,,,,,,,,,,,,,POINT (5.886895265191487 36.82059244730151),,port293,port,Djen-Djen_Algeria,DZA,AF,port293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,DZA
,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-1.8625375909539534 35.102197699516175),,port392,port,Ghazaquet_Algeria,DZA,AF,port392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,DZA
